GenBank_ID	Country	State	City	Serotype	Date	Decimal_Date	Sequence_name
PP269737.1	Viet_Nam	NA	NA	Dengue_1	2015-12-31	2015.99726027397	PP269737.1|Viet_Nam|NA|NA|Dengue_1|2015-12-31|2015.99726027397
PP269738.1	Viet_Nam	NA	NA	Dengue_1	2016-01-07	2016.01643835616	PP269738.1|Viet_Nam|NA|NA|Dengue_1|2016-01-07|2016.01643835616
PP269739.1	Viet_Nam	NA	NA	Dengue_1	2016-01-11	2016.02739726027	PP269739.1|Viet_Nam|NA|NA|Dengue_1|2016-01-11|2016.02739726027
PP269740.1	Viet_Nam	NA	NA	Dengue_1	2017-09-25	2017.73150684932	PP269740.1|Viet_Nam|NA|NA|Dengue_1|2017-09-25|2017.73150684932
PP269741.1	Viet_Nam	NA	NA	Dengue_1	2016-10-25	2016.81369863014	PP269741.1|Viet_Nam|NA|NA|Dengue_1|2016-10-25|2016.81369863014
PP269742.1	Viet_Nam	NA	NA	Dengue_1	2016-10-28	2016.82191780822	PP269742.1|Viet_Nam|NA|NA|Dengue_1|2016-10-28|2016.82191780822
PP269743.1	Viet_Nam	NA	NA	Dengue_1	2016-11-02	2016.83561643836	PP269743.1|Viet_Nam|NA|NA|Dengue_1|2016-11-02|2016.83561643836
PP269744.1	Viet_Nam	NA	NA	Dengue_1	2016-11-22	2016.8904109589	PP269744.1|Viet_Nam|NA|NA|Dengue_1|2016-11-22|2016.8904109589
PP269745.1	Viet_Nam	NA	NA	Dengue_1	2016-11-23	2016.89315068493	PP269745.1|Viet_Nam|NA|NA|Dengue_1|2016-11-23|2016.89315068493
PP269746.1	Viet_Nam	NA	NA	Dengue_1	2016-11-24	2016.89589041096	PP269746.1|Viet_Nam|NA|NA|Dengue_1|2016-11-24|2016.89589041096
PP269747.1	Viet_Nam	NA	NA	Dengue_1	2016-12-05	2016.92602739726	PP269747.1|Viet_Nam|NA|NA|Dengue_1|2016-12-05|2016.92602739726
PP269748.1	Viet_Nam	NA	NA	Dengue_1	2016-12-05	2016.92602739726	PP269748.1|Viet_Nam|NA|NA|Dengue_1|2016-12-05|2016.92602739726
PP269749.1	Viet_Nam	NA	NA	Dengue_1	2016-12-13	2016.94794520548	PP269749.1|Viet_Nam|NA|NA|Dengue_1|2016-12-13|2016.94794520548
PP269750.1	Viet_Nam	NA	NA	Dengue_1	2016-12-14	2016.95068493151	PP269750.1|Viet_Nam|NA|NA|Dengue_1|2016-12-14|2016.95068493151
PP269751.1	Viet_Nam	NA	NA	Dengue_1	2016-12-14	2016.95068493151	PP269751.1|Viet_Nam|NA|NA|Dengue_1|2016-12-14|2016.95068493151
PP269752.1	Viet_Nam	NA	NA	Dengue_1	2016-12-21	2016.9698630137	PP269752.1|Viet_Nam|NA|NA|Dengue_1|2016-12-21|2016.9698630137
PP269753.1	Viet_Nam	NA	NA	Dengue_1	2016-12-30	2016.99452054795	PP269753.1|Viet_Nam|NA|NA|Dengue_1|2016-12-30|2016.99452054795
PP269754.1	Viet_Nam	NA	NA	Dengue_1	2017-01-09	2017.02191780822	PP269754.1|Viet_Nam|NA|NA|Dengue_1|2017-01-09|2017.02191780822
PP269755.1	Viet_Nam	NA	NA	Dengue_1	2017-02-03	2017.0904109589	PP269755.1|Viet_Nam|NA|NA|Dengue_1|2017-02-03|2017.0904109589
PP269756.1	Viet_Nam	NA	NA	Dengue_1	2017-02-06	2017.09863013699	PP269756.1|Viet_Nam|NA|NA|Dengue_1|2017-02-06|2017.09863013699
PP269757.1	Viet_Nam	NA	NA	Dengue_1	2017-02-13	2017.11780821918	PP269757.1|Viet_Nam|NA|NA|Dengue_1|2017-02-13|2017.11780821918
PP269758.1	Viet_Nam	NA	NA	Dengue_1	2017-02-13	2017.11780821918	PP269758.1|Viet_Nam|NA|NA|Dengue_1|2017-02-13|2017.11780821918
PP269759.1	Viet_Nam	NA	NA	Dengue_1	2017-02-22	2017.14246575342	PP269759.1|Viet_Nam|NA|NA|Dengue_1|2017-02-22|2017.14246575342
PP269760.1	Viet_Nam	NA	NA	Dengue_1	2017-02-25	2017.15068493151	PP269760.1|Viet_Nam|NA|NA|Dengue_1|2017-02-25|2017.15068493151
PP269761.1	Viet_Nam	NA	NA	Dengue_1	2017-02-27	2017.15616438356	PP269761.1|Viet_Nam|NA|NA|Dengue_1|2017-02-27|2017.15616438356
PP269762.1	Viet_Nam	NA	NA	Dengue_1	2017-02-27	2017.15616438356	PP269762.1|Viet_Nam|NA|NA|Dengue_1|2017-02-27|2017.15616438356
PP269763.1	Viet_Nam	NA	NA	Dengue_1	2017-03-02	2017.16438356164	PP269763.1|Viet_Nam|NA|NA|Dengue_1|2017-03-02|2017.16438356164
PP269764.1	Viet_Nam	NA	NA	Dengue_1	2017-03-03	2017.16712328767	PP269764.1|Viet_Nam|NA|NA|Dengue_1|2017-03-03|2017.16712328767
PP269765.1	Viet_Nam	NA	NA	Dengue_1	2017-03-03	2017.16712328767	PP269765.1|Viet_Nam|NA|NA|Dengue_1|2017-03-03|2017.16712328767
PP269766.1	Viet_Nam	NA	NA	Dengue_1	2017-03-09	2017.18356164384	PP269766.1|Viet_Nam|NA|NA|Dengue_1|2017-03-09|2017.18356164384
PP269767.1	Viet_Nam	NA	NA	Dengue_1	2017-03-10	2017.18630136986	PP269767.1|Viet_Nam|NA|NA|Dengue_1|2017-03-10|2017.18630136986
PP269768.1	Viet_Nam	NA	NA	Dengue_1	2017-03-13	2017.19452054795	PP269768.1|Viet_Nam|NA|NA|Dengue_1|2017-03-13|2017.19452054795
PP269769.1	Viet_Nam	NA	NA	Dengue_1	2017-03-14	2017.19726027397	PP269769.1|Viet_Nam|NA|NA|Dengue_1|2017-03-14|2017.19726027397
PP269770.1	Viet_Nam	NA	NA	Dengue_1	2017-03-16	2017.20273972603	PP269770.1|Viet_Nam|NA|NA|Dengue_1|2017-03-16|2017.20273972603
PP269771.1	Viet_Nam	NA	NA	Dengue_1	2017-04-04	2017.25479452055	PP269771.1|Viet_Nam|NA|NA|Dengue_1|2017-04-04|2017.25479452055
PP269772.1	Viet_Nam	NA	NA	Dengue_1	2017-04-18	2017.29315068493	PP269772.1|Viet_Nam|NA|NA|Dengue_1|2017-04-18|2017.29315068493
PP269773.1	Viet_Nam	NA	NA	Dengue_1	2017-04-19	2017.29589041096	PP269773.1|Viet_Nam|NA|NA|Dengue_1|2017-04-19|2017.29589041096
PP269774.1	Viet_Nam	NA	NA	Dengue_1	2017-04-19	2017.29589041096	PP269774.1|Viet_Nam|NA|NA|Dengue_1|2017-04-19|2017.29589041096
PP269775.1	Viet_Nam	NA	NA	Dengue_1	2017-05-09	2017.35068493151	PP269775.1|Viet_Nam|NA|NA|Dengue_1|2017-05-09|2017.35068493151
PP269776.1	Viet_Nam	NA	NA	Dengue_1	2017-05-10	2017.35342465753	PP269776.1|Viet_Nam|NA|NA|Dengue_1|2017-05-10|2017.35342465753
PP269777.1	Viet_Nam	NA	NA	Dengue_1	2017-05-13	2017.36164383562	PP269777.1|Viet_Nam|NA|NA|Dengue_1|2017-05-13|2017.36164383562
PP269778.1	Viet_Nam	NA	NA	Dengue_1	2017-05-22	2017.38630136986	PP269778.1|Viet_Nam|NA|NA|Dengue_1|2017-05-22|2017.38630136986
PP269779.1	Viet_Nam	NA	NA	Dengue_1	2017-06-15	2017.45205479452	PP269779.1|Viet_Nam|NA|NA|Dengue_1|2017-06-15|2017.45205479452
PP269780.1	Viet_Nam	NA	NA	Dengue_1	2017-06-15	2017.45205479452	PP269780.1|Viet_Nam|NA|NA|Dengue_1|2017-06-15|2017.45205479452
PP269781.1	Viet_Nam	NA	NA	Dengue_1	2017-06-16	2017.45479452055	PP269781.1|Viet_Nam|NA|NA|Dengue_1|2017-06-16|2017.45479452055
PP269782.1	Viet_Nam	NA	NA	Dengue_1	2017-06-21	2017.46849315068	PP269782.1|Viet_Nam|NA|NA|Dengue_1|2017-06-21|2017.46849315068
PP269783.1	Viet_Nam	NA	NA	Dengue_1	2017-06-26	2017.48219178082	PP269783.1|Viet_Nam|NA|NA|Dengue_1|2017-06-26|2017.48219178082
PP269784.1	Viet_Nam	NA	NA	Dengue_1	2017-06-27	2017.48493150685	PP269784.1|Viet_Nam|NA|NA|Dengue_1|2017-06-27|2017.48493150685
PP269785.1	Viet_Nam	NA	NA	Dengue_1	2017-06-28	2017.48767123288	PP269785.1|Viet_Nam|NA|NA|Dengue_1|2017-06-28|2017.48767123288
PP269786.1	Viet_Nam	NA	NA	Dengue_1	2017-06-29	2017.4904109589	PP269786.1|Viet_Nam|NA|NA|Dengue_1|2017-06-29|2017.4904109589
PP269787.1	Viet_Nam	NA	NA	Dengue_1	2017-07-12	2017.52602739726	PP269787.1|Viet_Nam|NA|NA|Dengue_1|2017-07-12|2017.52602739726
PP269788.1	Viet_Nam	NA	NA	Dengue_1	2017-07-14	2017.53150684932	PP269788.1|Viet_Nam|NA|NA|Dengue_1|2017-07-14|2017.53150684932
PP269789.1	Viet_Nam	NA	NA	Dengue_1	2017-07-24	2017.55890410959	PP269789.1|Viet_Nam|NA|NA|Dengue_1|2017-07-24|2017.55890410959
PP269790.1	Viet_Nam	NA	NA	Dengue_1	2017-07-27	2017.56712328767	PP269790.1|Viet_Nam|NA|NA|Dengue_1|2017-07-27|2017.56712328767
PP269791.1	Viet_Nam	NA	NA	Dengue_1	2017-07-27	2017.56712328767	PP269791.1|Viet_Nam|NA|NA|Dengue_1|2017-07-27|2017.56712328767
PP269792.1	Viet_Nam	NA	NA	Dengue_1	2017-08-01	2017.58082191781	PP269792.1|Viet_Nam|NA|NA|Dengue_1|2017-08-01|2017.58082191781
PP269793.1	Viet_Nam	NA	NA	Dengue_1	2017-08-08	2017.6	PP269793.1|Viet_Nam|NA|NA|Dengue_1|2017-08-08|2017.6
PP269794.1	Viet_Nam	NA	NA	Dengue_1	2017-08-08	2017.6	PP269794.1|Viet_Nam|NA|NA|Dengue_1|2017-08-08|2017.6
PP269795.1	Viet_Nam	NA	NA	Dengue_1	2017-08-15	2017.61917808219	PP269795.1|Viet_Nam|NA|NA|Dengue_1|2017-08-15|2017.61917808219
PP269796.1	Viet_Nam	NA	NA	Dengue_1	2017-08-15	2017.61917808219	PP269796.1|Viet_Nam|NA|NA|Dengue_1|2017-08-15|2017.61917808219
PP269797.1	Viet_Nam	NA	NA	Dengue_1	2017-08-16	2017.62191780822	PP269797.1|Viet_Nam|NA|NA|Dengue_1|2017-08-16|2017.62191780822
PP269798.1	Viet_Nam	NA	NA	Dengue_1	2017-08-18	2017.62739726027	PP269798.1|Viet_Nam|NA|NA|Dengue_1|2017-08-18|2017.62739726027
PP269799.1	Viet_Nam	NA	NA	Dengue_1	2017-08-22	2017.63835616438	PP269799.1|Viet_Nam|NA|NA|Dengue_1|2017-08-22|2017.63835616438
PP269800.1	Viet_Nam	NA	NA	Dengue_1	2017-09-11	2017.69315068493	PP269800.1|Viet_Nam|NA|NA|Dengue_1|2017-09-11|2017.69315068493
PP269801.1	Viet_Nam	NA	NA	Dengue_1	2017-09-13	2017.69863013699	PP269801.1|Viet_Nam|NA|NA|Dengue_1|2017-09-13|2017.69863013699
PP269802.1	Viet_Nam	NA	NA	Dengue_1	2017-09-21	2017.72054794521	PP269802.1|Viet_Nam|NA|NA|Dengue_1|2017-09-21|2017.72054794521
PP269803.1	Viet_Nam	NA	NA	Dengue_1	2017-09-22	2017.72328767123	PP269803.1|Viet_Nam|NA|NA|Dengue_1|2017-09-22|2017.72328767123
PP269804.1	Viet_Nam	NA	NA	Dengue_1	2017-09-26	2017.73424657534	PP269804.1|Viet_Nam|NA|NA|Dengue_1|2017-09-26|2017.73424657534
PP269805.1	Viet_Nam	NA	NA	Dengue_1	2017-10-03	2017.75342465753	PP269805.1|Viet_Nam|NA|NA|Dengue_1|2017-10-03|2017.75342465753
PP269806.1	Viet_Nam	NA	NA	Dengue_1	2017-10-25	2017.81369863014	PP269806.1|Viet_Nam|NA|NA|Dengue_1|2017-10-25|2017.81369863014
PP269807.1	Viet_Nam	NA	NA	Dengue_1	2017-11-08	2017.85205479452	PP269807.1|Viet_Nam|NA|NA|Dengue_1|2017-11-08|2017.85205479452
PP269808.1	Viet_Nam	NA	NA	Dengue_1	2017-11-10	2017.85753424658	PP269808.1|Viet_Nam|NA|NA|Dengue_1|2017-11-10|2017.85753424658
PP269809.1	Viet_Nam	NA	NA	Dengue_1	2017-11-16	2017.87397260274	PP269809.1|Viet_Nam|NA|NA|Dengue_1|2017-11-16|2017.87397260274
PP269810.1	Viet_Nam	NA	NA	Dengue_1	2017-11-22	2017.8904109589	PP269810.1|Viet_Nam|NA|NA|Dengue_1|2017-11-22|2017.8904109589
PP269811.1	Viet_Nam	NA	NA	Dengue_1	2018-01-03	2018.00547945205	PP269811.1|Viet_Nam|NA|NA|Dengue_1|2018-01-03|2018.00547945205
PP269812.1	Viet_Nam	NA	NA	Dengue_1	2018-01-10	2018.02465753425	PP269812.1|Viet_Nam|NA|NA|Dengue_1|2018-01-10|2018.02465753425
PP269813.1	Viet_Nam	NA	NA	Dengue_1	2018-01-19	2018.04931506849	PP269813.1|Viet_Nam|NA|NA|Dengue_1|2018-01-19|2018.04931506849
PP269814.1	Viet_Nam	NA	NA	Dengue_1	2018-03-20	2018.21369863014	PP269814.1|Viet_Nam|NA|NA|Dengue_1|2018-03-20|2018.21369863014
PP269815.1	Viet_Nam	NA	NA	Dengue_1	2018-05-04	2018.33698630137	PP269815.1|Viet_Nam|NA|NA|Dengue_1|2018-05-04|2018.33698630137
PP269816.1	Viet_Nam	NA	NA	Dengue_1	2018-05-07	2018.34520547945	PP269816.1|Viet_Nam|NA|NA|Dengue_1|2018-05-07|2018.34520547945
PP269817.1	Viet_Nam	NA	NA	Dengue_1	2018-05-07	2018.34520547945	PP269817.1|Viet_Nam|NA|NA|Dengue_1|2018-05-07|2018.34520547945
PP269818.1	Viet_Nam	NA	NA	Dengue_1	2018-05-17	2018.37260273973	PP269818.1|Viet_Nam|NA|NA|Dengue_1|2018-05-17|2018.37260273973
PP269819.1	Viet_Nam	NA	NA	Dengue_1	2018-05-28	2018.40273972603	PP269819.1|Viet_Nam|NA|NA|Dengue_1|2018-05-28|2018.40273972603
PP269820.1	Viet_Nam	NA	NA	Dengue_1	2018-07-03	2018.50136986301	PP269820.1|Viet_Nam|NA|NA|Dengue_1|2018-07-03|2018.50136986301
PP269821.1	Viet_Nam	NA	NA	Dengue_1	2018-08-06	2018.59452054795	PP269821.1|Viet_Nam|NA|NA|Dengue_1|2018-08-06|2018.59452054795
OR836577.1	India	NA	NA	Dengue_1	2023-01-01	2023	OR836577.1|India|NA|NA|Dengue_1|2023-01-01|2023
OR888730.1	India	Madhya_Pradesh	NA	Dengue_1	2019-09-15	2019.70410958904	OR888730.1|India|Madhya_Pradesh|NA|Dengue_1|2019-09-15|2019.70410958904
OR888733.1	India	Madhya_Pradesh	NA	Dengue_1	2021-08-15	2021.61917808219	OR888733.1|India|Madhya_Pradesh|NA|Dengue_1|2021-08-15|2021.61917808219
PP087791.1	Taiwan	Tainan	NA	Dengue_1	2023-06-15	2023.45205479452	PP087791.1|Taiwan|Tainan|NA|Dengue_1|2023-06-15|2023.45205479452
PP087792.1	Taiwan	Yunlin	NA	Dengue_1	2023-06-15	2023.45205479452	PP087792.1|Taiwan|Yunlin|NA|Dengue_1|2023-06-15|2023.45205479452
PP204092.1	Philippines	NA	NA	Dengue_1	2023-06-01	2023.41369863014	PP204092.1|Philippines|NA|NA|Dengue_1|2023-06-01|2023.41369863014
PP204094.1	Indonesia	Bali	NA	Dengue_1	2023-08-01	2023.58082191781	PP204094.1|Indonesia|Bali|NA|Dengue_1|2023-08-01|2023.58082191781
PP234941.1	Philippines	NA	NA	Dengue_1	2018-07-01	2018.49589041096	PP234941.1|Philippines|NA|NA|Dengue_1|2018-07-01|2018.49589041096
PP234942.1	Philippines	NA	NA	Dengue_1	2018-07-01	2018.49589041096	PP234942.1|Philippines|NA|NA|Dengue_1|2018-07-01|2018.49589041096
PP234943.1	Thailand	NA	NA	Dengue_1	2019-07-01	2019.49589041096	PP234943.1|Thailand|NA|NA|Dengue_1|2019-07-01|2019.49589041096
PP234947.1	India	NA	NA	Dengue_1	2018-07-01	2018.49589041096	PP234947.1|India|NA|NA|Dengue_1|2018-07-01|2018.49589041096
PP234948.1	India	NA	NA	Dengue_1	2019-07-01	2019.49589041096	PP234948.1|India|NA|NA|Dengue_1|2019-07-01|2019.49589041096
PP234951.1	Philippines	NA	NA	Dengue_1	2018-07-01	2018.49589041096	PP234951.1|Philippines|NA|NA|Dengue_1|2018-07-01|2018.49589041096
PP234952.1	Philippines	NA	NA	Dengue_1	2019-07-01	2019.49589041096	PP234952.1|Philippines|NA|NA|Dengue_1|2019-07-01|2019.49589041096
PP234955.1	Myanmar	NA	NA	Dengue_1	2019-07-01	2019.49589041096	PP234955.1|Myanmar|NA|NA|Dengue_1|2019-07-01|2019.49589041096
PP234956.1	Myanmar	NA	NA	Dengue_1	2018-07-01	2018.49589041096	PP234956.1|Myanmar|NA|NA|Dengue_1|2018-07-01|2018.49589041096
PP234957.1	Thailand	NA	NA	Dengue_1	2019-07-01	2019.49589041096	PP234957.1|Thailand|NA|NA|Dengue_1|2019-07-01|2019.49589041096
PP234958.1	Cambodia	NA	NA	Dengue_1	2019-07-01	2019.49589041096	PP234958.1|Cambodia|NA|NA|Dengue_1|2019-07-01|2019.49589041096
PP234959.1	Philippines	NA	NA	Dengue_1	2018-07-01	2018.49589041096	PP234959.1|Philippines|NA|NA|Dengue_1|2018-07-01|2018.49589041096
PP234961.1	India	NA	NA	Dengue_1	2019-07-01	2019.49589041096	PP234961.1|India|NA|NA|Dengue_1|2019-07-01|2019.49589041096
PP269455.1	Viet_Nam	NA	NA	Dengue_1	2010-11-17	2010.87671232877	PP269455.1|Viet_Nam|NA|NA|Dengue_1|2010-11-17|2010.87671232877
PP269456.1	Viet_Nam	NA	NA	Dengue_1	2011-02-11	2011.11232876712	PP269456.1|Viet_Nam|NA|NA|Dengue_1|2011-02-11|2011.11232876712
PP269457.1	Viet_Nam	NA	NA	Dengue_1	2011-04-06	2011.2602739726	PP269457.1|Viet_Nam|NA|NA|Dengue_1|2011-04-06|2011.2602739726
PP269458.1	Viet_Nam	NA	NA	Dengue_1	2011-05-24	2011.39178082192	PP269458.1|Viet_Nam|NA|NA|Dengue_1|2011-05-24|2011.39178082192
PP269459.1	Viet_Nam	NA	NA	Dengue_1	2011-06-16	2011.45479452055	PP269459.1|Viet_Nam|NA|NA|Dengue_1|2011-06-16|2011.45479452055
PP269460.1	Viet_Nam	NA	NA	Dengue_1	2011-07-27	2011.56712328767	PP269460.1|Viet_Nam|NA|NA|Dengue_1|2011-07-27|2011.56712328767
PP269461.1	Viet_Nam	NA	NA	Dengue_1	2011-08-16	2011.62191780822	PP269461.1|Viet_Nam|NA|NA|Dengue_1|2011-08-16|2011.62191780822
PP269462.1	Viet_Nam	NA	NA	Dengue_1	2011-08-22	2011.63835616438	PP269462.1|Viet_Nam|NA|NA|Dengue_1|2011-08-22|2011.63835616438
PP269463.1	Viet_Nam	NA	NA	Dengue_1	2011-11-10	2011.85753424658	PP269463.1|Viet_Nam|NA|NA|Dengue_1|2011-11-10|2011.85753424658
PP269464.1	Viet_Nam	NA	NA	Dengue_1	2011-12-07	2011.93150684932	PP269464.1|Viet_Nam|NA|NA|Dengue_1|2011-12-07|2011.93150684932
PP269465.1	Viet_Nam	NA	NA	Dengue_1	2012-03-02	2012.16438356164	PP269465.1|Viet_Nam|NA|NA|Dengue_1|2012-03-02|2012.16438356164
PP269466.1	Viet_Nam	NA	NA	Dengue_1	2012-03-26	2012.2301369863	PP269466.1|Viet_Nam|NA|NA|Dengue_1|2012-03-26|2012.2301369863
PP269467.1	Viet_Nam	NA	NA	Dengue_1	2012-03-28	2012.23561643836	PP269467.1|Viet_Nam|NA|NA|Dengue_1|2012-03-28|2012.23561643836
PP269468.1	Viet_Nam	NA	NA	Dengue_1	2012-06-25	2012.47945205479	PP269468.1|Viet_Nam|NA|NA|Dengue_1|2012-06-25|2012.47945205479
PP269469.1	Viet_Nam	NA	NA	Dengue_1	2012-07-12	2012.52602739726	PP269469.1|Viet_Nam|NA|NA|Dengue_1|2012-07-12|2012.52602739726
PP269470.1	Viet_Nam	NA	NA	Dengue_1	2012-07-31	2012.57808219178	PP269470.1|Viet_Nam|NA|NA|Dengue_1|2012-07-31|2012.57808219178
PP269471.1	Viet_Nam	NA	NA	Dengue_1	2012-08-02	2012.58356164384	PP269471.1|Viet_Nam|NA|NA|Dengue_1|2012-08-02|2012.58356164384
PP269472.1	Viet_Nam	NA	NA	Dengue_1	2012-08-07	2012.59726027397	PP269472.1|Viet_Nam|NA|NA|Dengue_1|2012-08-07|2012.59726027397
PP269473.1	Viet_Nam	NA	NA	Dengue_1	2012-08-07	2012.59726027397	PP269473.1|Viet_Nam|NA|NA|Dengue_1|2012-08-07|2012.59726027397
PP269474.1	Viet_Nam	NA	NA	Dengue_1	2012-08-13	2012.61369863014	PP269474.1|Viet_Nam|NA|NA|Dengue_1|2012-08-13|2012.61369863014
PP269475.1	Viet_Nam	NA	NA	Dengue_1	2012-10-11	2012.77534246575	PP269475.1|Viet_Nam|NA|NA|Dengue_1|2012-10-11|2012.77534246575
PP269476.1	Viet_Nam	NA	NA	Dengue_1	2012-11-15	2012.87123287671	PP269476.1|Viet_Nam|NA|NA|Dengue_1|2012-11-15|2012.87123287671
PP269477.1	Viet_Nam	NA	NA	Dengue_1	2013-04-18	2013.29315068493	PP269477.1|Viet_Nam|NA|NA|Dengue_1|2013-04-18|2013.29315068493
PP269478.1	Viet_Nam	NA	NA	Dengue_1	2013-06-13	2013.44657534247	PP269478.1|Viet_Nam|NA|NA|Dengue_1|2013-06-13|2013.44657534247
PP269479.1	Viet_Nam	NA	NA	Dengue_1	2013-08-09	2013.60273972603	PP269479.1|Viet_Nam|NA|NA|Dengue_1|2013-08-09|2013.60273972603
PP269480.1	Viet_Nam	NA	NA	Dengue_1	2013-09-04	2013.67397260274	PP269480.1|Viet_Nam|NA|NA|Dengue_1|2013-09-04|2013.67397260274
PP269481.1	Viet_Nam	NA	NA	Dengue_1	2011-11-01	2011.83287671233	PP269481.1|Viet_Nam|NA|NA|Dengue_1|2011-11-01|2011.83287671233
PP269482.1	Viet_Nam	NA	NA	Dengue_1	2015-10-06	2015.76164383562	PP269482.1|Viet_Nam|NA|NA|Dengue_1|2015-10-06|2015.76164383562
PP269483.1	Viet_Nam	NA	NA	Dengue_1	2013-07-08	2013.51506849315	PP269483.1|Viet_Nam|NA|NA|Dengue_1|2013-07-08|2013.51506849315
PP269484.1	Viet_Nam	NA	NA	Dengue_1	2013-11-01	2013.83287671233	PP269484.1|Viet_Nam|NA|NA|Dengue_1|2013-11-01|2013.83287671233
PP269485.1	Viet_Nam	NA	NA	Dengue_1	2013-11-22	2013.8904109589	PP269485.1|Viet_Nam|NA|NA|Dengue_1|2013-11-22|2013.8904109589
PP269486.1	Viet_Nam	NA	NA	Dengue_1	2013-12-12	2013.94520547945	PP269486.1|Viet_Nam|NA|NA|Dengue_1|2013-12-12|2013.94520547945
PP269487.1	Viet_Nam	NA	NA	Dengue_1	2014-04-08	2014.26575342466	PP269487.1|Viet_Nam|NA|NA|Dengue_1|2014-04-08|2014.26575342466
PP269488.1	Viet_Nam	NA	NA	Dengue_1	2014-05-15	2014.36712328767	PP269488.1|Viet_Nam|NA|NA|Dengue_1|2014-05-15|2014.36712328767
PP269489.1	Viet_Nam	NA	NA	Dengue_1	2014-08-04	2014.58904109589	PP269489.1|Viet_Nam|NA|NA|Dengue_1|2014-08-04|2014.58904109589
PP269490.1	Viet_Nam	NA	NA	Dengue_1	2011-12-29	2011.99178082192	PP269490.1|Viet_Nam|NA|NA|Dengue_1|2011-12-29|2011.99178082192
PP269491.1	Viet_Nam	NA	NA	Dengue_1	2012-08-27	2012.65205479452	PP269491.1|Viet_Nam|NA|NA|Dengue_1|2012-08-27|2012.65205479452
PP269492.1	Viet_Nam	NA	NA	Dengue_1	2012-05-30	2012.40821917808	PP269492.1|Viet_Nam|NA|NA|Dengue_1|2012-05-30|2012.40821917808
PP269493.1	Viet_Nam	NA	NA	Dengue_1	2012-07-04	2012.50410958904	PP269493.1|Viet_Nam|NA|NA|Dengue_1|2012-07-04|2012.50410958904
PP269494.1	Viet_Nam	NA	NA	Dengue_1	2012-07-04	2012.50410958904	PP269494.1|Viet_Nam|NA|NA|Dengue_1|2012-07-04|2012.50410958904
PP269495.1	Viet_Nam	NA	NA	Dengue_1	2012-07-05	2012.50684931507	PP269495.1|Viet_Nam|NA|NA|Dengue_1|2012-07-05|2012.50684931507
PP269496.1	Viet_Nam	NA	NA	Dengue_1	2012-09-13	2012.69863013699	PP269496.1|Viet_Nam|NA|NA|Dengue_1|2012-09-13|2012.69863013699
PP269497.1	Viet_Nam	NA	NA	Dengue_1	2012-09-14	2012.70136986301	PP269497.1|Viet_Nam|NA|NA|Dengue_1|2012-09-14|2012.70136986301
