"traits"	"location"
"MW788898.1|Myanmar|Yangon|NA|Dengue_3|2019-03-15|2019.2"	"Myanmar"
"MW788894.1|Myanmar|Yangon|NA|Dengue_3|2019-06-15|2019.45205479452"	"Myanmar"
"MW369340.1|Myanmar|NA|NA|Dengue_3|2018-07-15|2018.53424657534"	"Myanmar"
"MT856348.1|China|Shanghai|NA|Dengue_3|2017-09-22|2017.72328767123"	"Shanghai"
"MW295815.1|China|Guangzhou|NA|Dengue_3|2020-09-07|2020.68219178082"	"Guangdong"
"MN628253.1|Laos|NA|NA|Dengue_3|2016-06-15|2016.45205479452"	"Laos"
"MN453624.1|Singapore|NA|NA|Dengue_3|2016-01-20|2016.05205479452"	"Singapore"
"MN628254.1|Laos|NA|NA|Dengue_3|2012-06-15|2012.45205479452"	"Laos"
"MK629484.1|Indonesia|NA|NA|Dengue_3|2015-04-02|2015.24931506849"	"Indonesia"
"MN018376.1|China|Guangdong_Province|NA|Dengue_3|2015-07-06|2015.5095890411"	"Guangdong"
"MN018383.1|China|Guangdong_Province|NA|Dengue_3|2014-08-09|2014.60273972603"	"Guangdong"
"MN018384.1|China|Guangdong_Province|NA|Dengue_3|2016-09-01|2016.66575342466"	"Guangdong"
"MK005258.1|Malaysia|NA|NA|Dengue_3|2014-12-15|2014.95342465753"	"Malaysia"
"MH594462.1|Viet_Nam|Ho_Chi_Minh|NA|Dengue_3|2018-01-24|2018.06301369863"	"Southern_Vietnam"
"MH051731.1|Malaysia|NA|NA|Dengue_3|2014-12-15|2014.95342465753"	"Malaysia"
"MG895183.1|Taiwan|NA|NA|Dengue_3|2012-05-20|2012.38082191781"	"Taiwan"
"MG895193.1|Taiwan|NA|NA|Dengue_3|2013-03-21|2013.21643835616"	"Taiwan"
"MF094139.1|Philippines|NA|NA|Dengue_3|2003-06-15|2003.45205479452"	"Philippines"
"MF094140.1|Philippines|NA|NA|Dengue_3|2004-06-15|2004.45205479452"	"Philippines"
"MF094165.1|Philippines|NA|NA|Dengue_3|2006-06-15|2006.45205479452"	"Philippines"
"MF094146.1|Philippines|NA|NA|Dengue_3|2005-06-15|2005.45205479452"	"Philippines"
"MF094137.1|Philippines|NA|NA|Dengue_3|2001-06-15|2001.45205479452"	"Philippines"
"MF094174.1|Philippines|NA|NA|Dengue_3|2008-06-15|2008.45205479452"	"Philippines"
"LT898489.1|Malaysia|NA|NA|Dengue_3|2004-06-15|2004.45205479452"	"Malaysia"
"LT898492.1|Malaysia|NA|NA|Dengue_3|2002-06-15|2002.45205479452"	"Malaysia"
"LT898499.1|Malaysia|NA|NA|Dengue_3|2010-06-15|2010.45205479452"	"Malaysia"
"LT898508.1|Malaysia|NA|NA|Dengue_3|2002-06-15|2002.45205479452"	"Malaysia"
"LT996906.1|Malaysia|NA|NA|Dengue_3|2008-06-15|2008.45205479452"	"Malaysia"
"LC410195.1|Thailand|NA|NA|Dengue_3|2017-01-15|2017.03835616438"	"Thailand"
"KY921906.1|Singapore|NA|NA|Dengue_3|2015-06-15|2015.45205479452"	"Singapore"
"LC147058.1|Laos|Oudomxay|NA|Dengue_3|2014-06-15|2014.45205479452"	"Laos"
"MF004386.1|Malaysia|NA|NA|Dengue_3|2012-10-04|2012.75616438356"	"Malaysia"
"LT898507.1|Malaysia|NA|NA|Dengue_3|2002-06-15|2002.45205479452"	"Malaysia"
"KY851657.1|Viet_Nam|NA|NA|Dengue_3|2011-06-15|2011.45205479452"	"Southern_Vietnam"
"KY851654.1|Viet_Nam|NA|NA|Dengue_3|2013-06-15|2013.45205479452"	"Southern_Vietnam"
"KY709188.1|Indonesia|Purwokerto|NA|Dengue_3|2015-06-15|2015.45205479452"	"Indonesia"
"KY851632.1|Philippines|NA|NA|Dengue_3|2011-06-15|2011.45205479452"	"Philippines"
"KX855927.1|India|NA|NA|Dengue_3|2014-10-15|2014.78630136986"	"India"
"KT758739.1|Philippines|NA|NA|Dengue_3|2011-06-15|2011.45205479452"	"Philippines"
"KT758766.1|Philippines|NA|NA|Dengue_3|2013-06-15|2013.45205479452"	"Philippines"
"KT758770.1|Cambodia|NA|NA|Dengue_3|2013-06-15|2013.45205479452"	"Cambodia"
"KT204462.1|Indonesia|Surabaya|NA|Dengue_3|2010-06-15|2010.45205479452"	"Indonesia"
"KT758781.1|Philippines|NA|NA|Dengue_3|2014-06-15|2014.45205479452"	"Philippines"
"KP893719.1|Viet_Nam|Hai_Phong|NA|Dengue_3|2013-06-15|2013.45205479452"	"North_Vietnam"
"KT758774.1|Malaysia|NA|NA|Dengue_3|2014-06-15|2014.45205479452"	"Malaysia"
"KP176715.1|Taiwan|NA|NA|Dengue_3|2012-06-15|2012.45205479452"	"Taiwan"
"KF955463.1|Cambodia|NA|NA|Dengue_3|2001-06-15|2001.45205479452"	"Cambodia"
"JX070113.1|India|Thiruvananthapuram|Kerala|Dengue_3|2008-05-19|2008.37808219178"	"India"
"JX070115.1|India|Ernakulam|Kerala|Dengue_3|2008-11-28|2008.90684931507"	"India"
"KC762690.1|Indonesia|Makassar|NA|Dengue_3|2008-08-26|2008.64931506849"	"Indonesia"
"JQ686083.1|India|NA|NA|Dengue_3|2009-06-15|2009.45205479452"	"India"
"JN376774.1|Viet_Nam|Mekong_Delta|NA|Dengue_3|2007-06-15|2007.45205479452"	"Southern_Vietnam"
"JN544412.1|Singapore|NA|NA|Dengue_3|2011-06-15|2011.45205479452"	"Singapore"
"JN568283.1|Indonesia|NA|NA|Dengue_3|2010-06-15|2010.45205479452"	"Indonesia"
"JN575567.1|Indonesia|NA|NA|Dengue_3|2008-06-15|2008.45205479452"	"Indonesia"
"JN376776.1|Viet_Nam|Mekong_Delta|NA|Dengue_3|2009-06-15|2009.45205479452"	"Southern_Vietnam"
"JQ922557.1|India|Kolkata|West_Bengol|Dengue_3|2005-06-15|2005.45205479452"	"India"
"JF968054.1|Philippines|NA|NA|Dengue_3|2008-06-15|2008.45205479452"	"Philippines"
"JN376773.1|Viet_Nam|Mekong_Delta|NA|Dengue_3|2005-06-15|2005.45205479452"	"Southern_Vietnam"
"JF968074.1|Indonesia|NA|NA|Dengue_3|2009-06-15|2009.45205479452"	"Indonesia"
"JF968066.1|Myanmar|NA|NA|Dengue_3|2008-06-15|2008.45205479452"	"Myanmar"
"JF968086.1|Malaysia|NA|NA|Dengue_3|2009-06-15|2009.45205479452"	"Malaysia"
"JF968112.1|Malaysia|NA|NA|Dengue_3|2010-06-15|2010.45205479452"	"Malaysia"
"JF968105.1|Indonesia|NA|NA|Dengue_3|2010-06-15|2010.45205479452"	"Indonesia"
"JN030182.1|Singapore|NA|NA|Dengue_3|2009-06-15|2009.45205479452"	"Singapore"
"JN030193.1|Singapore|NA|NA|Dengue_3|2007-06-15|2007.45205479452"	"Singapore"
"JN376769.1|Viet_Nam|Mekong_Delta|NA|Dengue_3|2001-06-15|2001.45205479452"	"Southern_Vietnam"
"JN376770.1|Viet_Nam|Mekong_Delta|NA|Dengue_3|2002-06-15|2002.45205479452"	"Southern_Vietnam"
"JN376772.1|Viet_Nam|Mekong_Delta|NA|Dengue_3|2004-06-15|2004.45205479452"	"Southern_Vietnam"
"JN376771.1|Viet_Nam|Mekong_Delta|NA|Dengue_3|2003-06-15|2003.45205479452"	"Southern_Vietnam"
"HQ141582.1|Viet_Nam|NA|NA|Dengue_3|2010-06-15|2010.45205479452"	"Central_Vietnam"
"GU721068.1|China|Zhejiang|NA|Dengue_3|2009-09-15|2009.70410958904"	"Zhejiang"
"GQ868628.1|Cambodia|BTB|NA|Dengue_3|2005-06-15|2005.45205479452"	"Cambodia"
"GU131937.1|Cambodia|KCH|NA|Dengue_3|2007-06-15|2007.45205479452"	"Cambodia"
"GU131946.1|Cambodia|KCH|NA|Dengue_3|2008-06-15|2008.45205479452"	"Cambodia"
"GQ357857.1|Singapore|NA|NA|Dengue_3|2003-06-15|2003.45205479452"	"Singapore"
"GQ357859.1|Singapore|NA|NA|Dengue_3|2005-06-15|2005.45205479452"	"Singapore"
"GQ357861.1|Singapore|NA|NA|Dengue_3|2005-06-15|2005.45205479452"	"Singapore"
"GQ357890.1|Singapore|NA|NA|Dengue_3|2004-06-15|2004.45205479452"	"Singapore"
"GQ357891.1|Singapore|NA|NA|Dengue_3|2004-06-15|2004.45205479452"	"Singapore"
"FJ547066.1|Viet_Nam|South|NA|Dengue_3|2008-06-15|2008.45205479452"	"Southern_Vietnam"
"FJ639714.1|Cambodia|KCH|NA|Dengue_3|2007-06-15|2007.45205479452"	"Cambodia"
"FJ562097.1|Viet_Nam|South|NA|Dengue_3|2007-06-15|2007.45205479452"	"Southern_Vietnam"
"FJ562100.1|Viet_Nam|South|NA|Dengue_3|2007-06-15|2007.45205479452"	"Southern_Vietnam"
"FJ639719.1|Cambodia|PHP|NA|Dengue_3|2000-06-15|2000.45205479452"	"Cambodia"
"FJ744727.1|Thailand|Kampheange_Phet|NA|Dengue_3|2001-06-15|2001.45205479452"	"Thailand"
"FJ639727.1|Cambodia|BTB|NA|Dengue_3|2005-06-15|2005.45205479452"	"Cambodia"
"FJ744728.1|Thailand|Kampheange_Phet|NA|Dengue_3|2001-06-15|2001.45205479452"	"Thailand"
"FJ410229.1|Viet_Nam|South|NA|Dengue_3|2007-06-15|2007.45205479452"	"Southern_Vietnam"
"FJ432743.1|Viet_Nam|South|NA|Dengue_3|2007-06-15|2007.45205479452"	"Southern_Vietnam"
"FJ461322.1|Viet_Nam|South|NA|Dengue_3|2008-06-15|2008.45205479452"	"Southern_Vietnam"
"FJ461334.1|Viet_Nam|South|NA|Dengue_3|2008-06-15|2008.45205479452"	"Southern_Vietnam"
"FJ461337.1|Viet_Nam|South|NA|Dengue_3|2008-06-15|2008.45205479452"	"Southern_Vietnam"
"FJ461338.1|Viet_Nam|South|NA|Dengue_3|2008-06-15|2008.45205479452"	"Southern_Vietnam"
"FJ461329.1|Viet_Nam|South|NA|Dengue_3|2007-06-15|2007.45205479452"	"Southern_Vietnam"
"FJ461326.1|Viet_Nam|South|NA|Dengue_3|2007-06-15|2007.45205479452"	"Southern_Vietnam"
"EU482455.1|Viet_Nam|south|NA|Dengue_3|2006-06-15|2006.45205479452"	"Southern_Vietnam"
"EU482457.1|Viet_Nam|south|NA|Dengue_3|2006-06-15|2006.45205479452"	"Southern_Vietnam"
"EU482454.1|Viet_Nam|south|NA|Dengue_3|2006-06-15|2006.45205479452"	"Southern_Vietnam"
"EU482460.1|Viet_Nam|south|NA|Dengue_3|2006-06-15|2006.45205479452"	"Southern_Vietnam"
"EU482456.1|Viet_Nam|south|NA|Dengue_3|2006-06-15|2006.45205479452"	"Southern_Vietnam"
"EU482459.1|Viet_Nam|south|NA|Dengue_3|2006-06-15|2006.45205479452"	"Southern_Vietnam"
"EU482458.1|Viet_Nam|south|NA|Dengue_3|2006-06-15|2006.45205479452"	"Southern_Vietnam"
"EU482453.1|Viet_Nam|south|NA|Dengue_3|2006-06-15|2006.45205479452"	"Southern_Vietnam"
