GenBank_ID,Country,State,City,Serotype,Date,Decimal_Date,Sequence_name,genotype,Year,Month,Week,Continent,weights
OQ426719.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2018-11-19,2018.88219178082,OQ426719.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2018-11-19|2018.88219178082,DENV1/I,2018,2018-11-01,2018-11-18,Asia,0.00884955752212389
GQ199838.1,Viet_Nam,South,NA,Dengue_1,2005-06-15,2005.45205479452,GQ199838.1|Viet_Nam|South|NA|Dengue_1|2005-06-15|2005.45205479452,DENV1/I,2005,2005-06-01,2005-06-12,Asia,0.0555555555555556
PP269731.1,Viet_Nam,NA,NA,Dengue_1,2015-12-16,2015.95616438356,PP269731.1|Viet_Nam|NA|NA|Dengue_1|2015-12-16|2015.95616438356,DENV1/I,2015,2015-12-01,2015-12-13,Asia,0.0181818181818182
JX569840.1,Viet_Nam,NA,NA,Dengue_1,2009-06-15,2009.45205479452,JX569840.1|Viet_Nam|NA|NA|Dengue_1|2009-06-15|2009.45205479452,DENV1/I,2009,2009-06-01,2009-06-14,Asia,0.0178571428571429
PP269719.1,Viet_Nam,NA,NA,Dengue_1,2015-07-21,2015.55068493151,PP269719.1|Viet_Nam|NA|NA|Dengue_1|2015-07-21|2015.55068493151,DENV1/I,2015,2015-07-01,2015-07-19,Asia,0.0181818181818182
PP269725.1,Viet_Nam,NA,NA,Dengue_1,2015-11-11,2015.8602739726,PP269725.1|Viet_Nam|NA|NA|Dengue_1|2015-11-11|2015.8602739726,DENV1/I,2015,2015-11-01,2015-11-08,Asia,0.0181818181818182
FJ410261.1,Viet_Nam,South,NA,Dengue_1,2008-06-15,2008.45205479452,FJ410261.1|Viet_Nam|South|NA|Dengue_1|2008-06-15|2008.45205479452,DENV1/I,2008,2008-06-01,2008-06-15,Asia,0.00340136054421769
OQ426626.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2019-01-10,2019.02465753425,OQ426626.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2019-01-10|2019.02465753425,DENV1/I,2019,2019-01-01,2019-01-06,Asia,0.0163934426229508
FJ182018.1,Viet_Nam,South,NA,Dengue_1,2006-06-15,2006.45205479452,FJ182018.1|Viet_Nam|South|NA|Dengue_1|2006-06-15|2006.45205479452,DENV1/I,2006,2006-06-01,2006-06-11,Asia,0.0053475935828877
PP269637.1,Viet_Nam,NA,NA,Dengue_1,2013-12-05,2013.92602739726,PP269637.1|Viet_Nam|NA|NA|Dengue_1|2013-12-05|2013.92602739726,DENV1/I,2013,2013-12-01,2013-12-01,Asia,0.0181818181818182
FJ182019.1,Viet_Nam,South,NA,Dengue_1,2007-06-15,2007.45205479452,FJ182019.1|Viet_Nam|South|NA|Dengue_1|2007-06-15|2007.45205479452,DENV1/I,2007,2007-06-01,2007-06-10,Asia,0.00294985250737463
KY971685.1,Viet_Nam,NA,NA,Dengue_1,2004-06-15,2004.45205479452,KY971685.1|Viet_Nam|NA|NA|Dengue_1|2004-06-15|2004.45205479452,DENV1/I,2004,2004-06-01,2004-06-13,Asia,0.0714285714285714
JN376779.1,Viet_Nam,Mekong_Delta,NA,Dengue_1,2003-06-15,2003.45205479452,JN376779.1|Viet_Nam|Mekong_Delta|NA|Dengue_1|2003-06-15|2003.45205479452,DENV1/I,2003,2003-06-01,2003-06-15,Asia,0.0555555555555556
GQ199831.1,Viet_Nam,South,NA,Dengue_1,2003-06-15,2003.45205479452,GQ199831.1|Viet_Nam|South|NA|Dengue_1|2003-06-15|2003.45205479452,DENV1/I,2003,2003-06-01,2003-06-15,Asia,0.0555555555555556
PP269657.1,Viet_Nam,NA,NA,Dengue_1,2014-10-29,2014.82465753425,PP269657.1|Viet_Nam|NA|NA|Dengue_1|2014-10-29|2014.82465753425,DENV1/I,2014,2014-10-01,2014-10-26,Asia,0.0185185185185185
KY971706.1,Viet_Nam,NA,NA,Dengue_1,2010-06-15,2010.45205479452,KY971706.1|Viet_Nam|NA|NA|Dengue_1|2010-06-15|2010.45205479452,DENV1/I,2010,2010-06-01,2010-06-13,Asia,0.0666666666666667
PP269458.1,Viet_Nam,NA,NA,Dengue_1,2011-05-24,2011.39178082192,PP269458.1|Viet_Nam|NA|NA|Dengue_1|2011-05-24|2011.39178082192,DENV1/I,2011,2011-05-01,2011-05-22,Asia,0.027027027027027
OQ426672.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2017-05-30,2017.40821917808,OQ426672.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2017-05-30|2017.40821917808,DENV1/I,2017,2017-05-01,2017-05-28,Asia,0.00719424460431655
PP269473.1,Viet_Nam,NA,NA,Dengue_1,2012-08-07,2012.59726027397,PP269473.1|Viet_Nam|NA|NA|Dengue_1|2012-08-07|2012.59726027397,DENV1/I,2012,2012-08-01,2012-08-05,Asia,0.0131578947368421
PP269507.1,Viet_Nam,NA,NA,Dengue_1,2011-06-09,2011.43561643836,PP269507.1|Viet_Nam|NA|NA|Dengue_1|2011-06-09|2011.43561643836,DENV1/I,2011,2011-06-01,2011-06-05,Asia,0.027027027027027
PP269614.1,Viet_Nam,NA,NA,Dengue_1,2015-08-10,2015.60547945205,PP269614.1|Viet_Nam|NA|NA|Dengue_1|2015-08-10|2015.60547945205,DENV1/I,2015,2015-08-01,2015-08-09,Asia,0.0181818181818182
OP090346.1,Viet_Nam,NA,NA,Dengue_1,2021-01-29,2021.07671232877,OP090346.1|Viet_Nam|NA|NA|Dengue_1|2021-01-29|2021.07671232877,DENV1/I,2021,2021-01-01,2021-01-24,Asia,0.333333333333333
EU482502.1,Viet_Nam,south,NA,Dengue_1,2007-06-15,2007.45205479452,EU482502.1|Viet_Nam|south|NA|Dengue_1|2007-06-15|2007.45205479452,DENV1/I,2007,2007-06-01,2007-06-10,Asia,0.00294985250737463
OQ521612.1,Viet_Nam,NA,NA,Dengue_1,2022-06-15,2022.45205479452,OQ521612.1|Viet_Nam|NA|NA|Dengue_1|2022-06-15|2022.45205479452,DENV1/I,2022,2022-06-01,2022-06-12,Asia,0.0192307692307692
JX569842.1,Viet_Nam,NA,NA,Dengue_1,2009-06-15,2009.45205479452,JX569842.1|Viet_Nam|NA|NA|Dengue_1|2009-06-15|2009.45205479452,DENV1/I,2009,2009-06-01,2009-06-14,Asia,0.0178571428571429
KC861949.1,Viet_Nam,NA,NA,Dengue_1,2009-06-15,2009.45205479452,KC861949.1|Viet_Nam|NA|NA|Dengue_1|2009-06-15|2009.45205479452,DENV1/I,2009,2009-06-01,2009-06-14,Asia,0.0178571428571429
PP269726.1,Viet_Nam,NA,NA,Dengue_1,2015-11-27,2015.90410958904,PP269726.1|Viet_Nam|NA|NA|Dengue_1|2015-11-27|2015.90410958904,DENV1/I,2015,2015-11-01,2015-11-22,Asia,0.0181818181818182
OP090345.1,Viet_Nam,NA,NA,Dengue_1,2020-10-31,2020.8301369863,OP090345.1|Viet_Nam|NA|NA|Dengue_1|2020-10-31|2020.8301369863,DENV1/I,2020,2020-10-01,2020-10-25,Asia,0.0526315789473684
OQ426654.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2017-08-14,2017.61643835616,OQ426654.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2017-08-14|2017.61643835616,DENV1/I,2017,2017-08-01,2017-08-13,Asia,0.00719424460431655
OQ426625.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2019-01-09,2019.02191780822,OQ426625.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2019-01-09|2019.02191780822,DENV1/I,2019,2019-01-01,2019-01-06,Asia,0.0163934426229508
PP269682.1,Viet_Nam,NA,NA,Dengue_1,2014-09-12,2014.69589041096,PP269682.1|Viet_Nam|NA|NA|Dengue_1|2014-09-12|2014.69589041096,DENV1/I,2014,2014-09-01,2014-09-07,Asia,0.0185185185185185
OQ426634.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2019-01-21,2019.05479452055,OQ426634.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2019-01-21|2019.05479452055,DENV1/I,2019,2019-01-01,2019-01-20,Asia,0.0163934426229508
JF269181.1,Viet_Nam,NA,NA,Dengue_1,2009-01-11,2009.02739726027,JF269181.1|Viet_Nam|NA|NA|Dengue_1|2009-01-11|2009.02739726027,DENV1/I,2009,2009-01-01,2009-01-11,Asia,0.0178571428571429
JX446304.1,Viet_Nam,NA,NA,Dengue_1,2009-06-15,2009.45205479452,JX446304.1|Viet_Nam|NA|NA|Dengue_1|2009-06-15|2009.45205479452,DENV1/I,2009,2009-06-01,2009-06-14,Asia,0.0178571428571429
OQ426682.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2018-09-25,2018.73150684932,OQ426682.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2018-09-25|2018.73150684932,DENV1/I,2018,2018-09-01,2018-09-23,Asia,0.00884955752212389
OQ832570.1,Viet_Nam,Hanoi,NA,Dengue_1,2020-09-15,2020.70410958904,OQ832570.1|Viet_Nam|Hanoi|NA|Dengue_1|2020-09-15|2020.70410958904,DENV1/I,2020,2020-09-01,2020-09-13,Asia,0.0526315789473684
FJ898394.1,Viet_Nam,South,NA,Dengue_1,2005-06-15,2005.45205479452,FJ898394.1|Viet_Nam|South|NA|Dengue_1|2005-06-15|2005.45205479452,DENV1/I,2005,2005-06-01,2005-06-12,Asia,0.0555555555555556
GQ199836.1,Viet_Nam,South,NA,Dengue_1,2005-06-15,2005.45205479452,GQ199836.1|Viet_Nam|South|NA|Dengue_1|2005-06-15|2005.45205479452,DENV1/I,2005,2005-06-01,2005-06-12,Asia,0.0555555555555556
PP269534.1,Viet_Nam,NA,NA,Dengue_1,2013-07-22,2013.55342465753,PP269534.1|Viet_Nam|NA|NA|Dengue_1|2013-07-22|2013.55342465753,DENV1/I,2013,2013-07-01,2013-07-21,Asia,0.0181818181818182
OQ832609.1,Viet_Nam,NA,NA,Dengue_1,2019-11-15,2019.87123287671,OQ832609.1|Viet_Nam|NA|NA|Dengue_1|2019-11-15|2019.87123287671,DENV1/I,2019,2019-11-01,2019-11-10,Asia,0.0163934426229508
HQ591554.1,Viet_Nam,NA,NA,Dengue_1,2008-09-25,2008.73150684932,HQ591554.1|Viet_Nam|NA|NA|Dengue_1|2008-09-25|2008.73150684932,DENV1/I,2008,2008-09-01,2008-09-21,Asia,0.00340136054421769
PP269667.1,Viet_Nam,NA,NA,Dengue_1,2014-10-01,2014.74794520548,PP269667.1|Viet_Nam|NA|NA|Dengue_1|2014-10-01|2014.74794520548,DENV1/I,2014,2014-10-01,2014-09-28,Asia,0.0185185185185185
OQ521598.1,Viet_Nam,NA,NA,Dengue_1,2022-05-15,2022.36712328767,OQ521598.1|Viet_Nam|NA|NA|Dengue_1|2022-05-15|2022.36712328767,DENV1/I,2022,2022-05-01,2022-05-15,Asia,0.0192307692307692
KC861923.1,Viet_Nam,NA,NA,Dengue_1,2004-06-15,2004.45205479452,KC861923.1|Viet_Nam|NA|NA|Dengue_1|2004-06-15|2004.45205479452,DENV1/I,2004,2004-06-01,2004-06-13,Asia,0.0714285714285714
PP269523.1,Viet_Nam,NA,NA,Dengue_1,2012-07-11,2012.52328767123,PP269523.1|Viet_Nam|NA|NA|Dengue_1|2012-07-11|2012.52328767123,DENV1/I,2012,2012-07-01,2012-07-08,Asia,0.0131578947368421
PP269645.1,Viet_Nam,NA,NA,Dengue_1,2013-12-02,2013.91780821918,PP269645.1|Viet_Nam|NA|NA|Dengue_1|2013-12-02|2013.91780821918,DENV1/I,2013,2013-12-01,2013-12-01,Asia,0.0181818181818182
OQ832563.1,Viet_Nam,Phu_Tho,NA,Dengue_1,2020-09-15,2020.70410958904,OQ832563.1|Viet_Nam|Phu_Tho|NA|Dengue_1|2020-09-15|2020.70410958904,DENV1/I,2020,2020-09-01,2020-09-13,Asia,0.0526315789473684
PP269577.1,Viet_Nam,NA,NA,Dengue_1,2014-11-14,2014.86849315069,PP269577.1|Viet_Nam|NA|NA|Dengue_1|2014-11-14|2014.86849315069,DENV1/I,2014,2014-11-01,2014-11-09,Asia,0.0185185185185185
PP269603.1,Viet_Nam,NA,NA,Dengue_1,2013-10-07,2013.76438356164,PP269603.1|Viet_Nam|NA|NA|Dengue_1|2013-10-07|2013.76438356164,DENV1/I,2013,2013-10-01,2013-10-06,Asia,0.0181818181818182
FJ882567.1,Viet_Nam,South,NA,Dengue_1,2003-06-15,2003.45205479452,FJ882567.1|Viet_Nam|South|NA|Dengue_1|2003-06-15|2003.45205479452,DENV1/I,2003,2003-06-01,2003-06-15,Asia,0.0555555555555556
JN376778.1,Viet_Nam,Mekong_Delta,NA,Dengue_1,2002-06-15,2002.45205479452,JN376778.1|Viet_Nam|Mekong_Delta|NA|Dengue_1|2002-06-15|2002.45205479452,DENV1/I,2002,2002-06-01,2002-06-09,Asia,0.25
OP090348.1,Viet_Nam,NA,NA,Dengue_1,2021-05-07,2021.34520547945,OP090348.1|Viet_Nam|NA|NA|Dengue_1|2021-05-07|2021.34520547945,DENV1/I,2021,2021-05-01,2021-05-02,Asia,0.333333333333333
PP269674.1,Viet_Nam,NA,NA,Dengue_1,2012-09-12,2012.69589041096,PP269674.1|Viet_Nam|NA|NA|Dengue_1|2012-09-12|2012.69589041096,DENV1/I,2012,2012-09-01,2012-09-09,Asia,0.0131578947368421
FJ898388.1,Viet_Nam,South,NA,Dengue_1,2005-06-15,2005.45205479452,FJ898388.1|Viet_Nam|South|NA|Dengue_1|2005-06-15|2005.45205479452,DENV1/I,2005,2005-06-01,2005-06-12,Asia,0.0555555555555556
OQ832614.1,Viet_Nam,Hanoi,NA,Dengue_1,2020-09-15,2020.70410958904,OQ832614.1|Viet_Nam|Hanoi|NA|Dengue_1|2020-09-15|2020.70410958904,DENV1/I,2020,2020-09-01,2020-09-13,Asia,0.0526315789473684
GQ199833.1,Viet_Nam,South,NA,Dengue_1,2004-06-15,2004.45205479452,GQ199833.1|Viet_Nam|South|NA|Dengue_1|2004-06-15|2004.45205479452,DENV1/I,2004,2004-06-01,2004-06-13,Asia,0.0714285714285714
PP269632.1,Viet_Nam,NA,NA,Dengue_1,2015-01-28,2015.07397260274,PP269632.1|Viet_Nam|NA|NA|Dengue_1|2015-01-28|2015.07397260274,DENV1/I,2015,2015-01-01,2015-01-25,Asia,0.0181818181818182
OQ426729.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2018-11-07,2018.84931506849,OQ426729.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2018-11-07|2018.84931506849,DENV1/I,2018,2018-11-01,2018-11-04,Asia,0.00884955752212389
OQ426637.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2019-02-28,2019.15890410959,OQ426637.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2019-02-28|2019.15890410959,DENV1/I,2019,2019-02-01,2019-02-24,Asia,0.0163934426229508
PP269557.1,Viet_Nam,NA,NA,Dengue_1,2013-10-11,2013.77534246575,PP269557.1|Viet_Nam|NA|NA|Dengue_1|2013-10-11|2013.77534246575,DENV1/I,2013,2013-10-01,2013-10-06,Asia,0.0181818181818182
KC861946.1,Viet_Nam,NA,NA,Dengue_1,2009-06-15,2009.45205479452,KC861946.1|Viet_Nam|NA|NA|Dengue_1|2009-06-15|2009.45205479452,DENV1/I,2009,2009-06-01,2009-06-14,Asia,0.0178571428571429
OQ426683.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2018-09-27,2018.73698630137,OQ426683.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2018-09-27|2018.73698630137,DENV1/I,2018,2018-09-01,2018-09-23,Asia,0.00884955752212389
OQ426739.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2018-11-30,2018.91232876712,OQ426739.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2018-11-30|2018.91232876712,DENV1/I,2018,2018-11-01,2018-11-25,Asia,0.00884955752212389
OQ521591.1,Viet_Nam,NA,NA,Dengue_1,2022-04-15,2022.28493150685,OQ521591.1|Viet_Nam|NA|NA|Dengue_1|2022-04-15|2022.28493150685,DENV1/I,2022,2022-04-01,2022-04-10,Asia,0.0192307692307692
EU482476.1,Viet_Nam,south,NA,Dengue_1,2003-06-15,2003.45205479452,EU482476.1|Viet_Nam|south|NA|Dengue_1|2003-06-15|2003.45205479452,DENV1/I,2003,2003-06-01,2003-06-15,Asia,0.0555555555555556
OP090350.1,Viet_Nam,NA,NA,Dengue_1,2022-06-01,2022.41369863014,OP090350.1|Viet_Nam|NA|NA|Dengue_1|2022-06-01|2022.41369863014,DENV1/I,2022,2022-06-01,2022-05-29,Asia,0.0192307692307692
OQ426750.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2018-11-19,2018.88219178082,OQ426750.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2018-11-19|2018.88219178082,DENV1/I,2018,2018-11-01,2018-11-18,Asia,0.00884955752212389
OP090347.1,Viet_Nam,NA,NA,Dengue_1,2021-03-25,2021.22739726027,OP090347.1|Viet_Nam|NA|NA|Dengue_1|2021-03-25|2021.22739726027,DENV1/I,2021,2021-03-01,2021-03-21,Asia,0.333333333333333
FJ432735.1,Viet_Nam,South,NA,Dengue_1,2007-06-15,2007.45205479452,FJ432735.1|Viet_Nam|South|NA|Dengue_1|2007-06-15|2007.45205479452,DENV1/I,2007,2007-06-01,2007-06-10,Asia,0.00294985250737463
GU131736.1,Viet_Nam,South,NA,Dengue_1,2008-06-15,2008.45205479452,GU131736.1|Viet_Nam|South|NA|Dengue_1|2008-06-15|2008.45205479452,DENV1/I,2008,2008-06-01,2008-06-15,Asia,0.00340136054421769
OQ426644.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2019-04-25,2019.31232876712,OQ426644.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2019-04-25|2019.31232876712,DENV1/I,2019,2019-04-01,2019-04-21,Asia,0.0163934426229508
PP269691.1,Viet_Nam,NA,NA,Dengue_1,2019-06-12,2019.44383561644,PP269691.1|Viet_Nam|NA|NA|Dengue_1|2019-06-12|2019.44383561644,DENV1/I,2019,2019-06-01,2019-06-09,Asia,0.0163934426229508
PP269785.1,Viet_Nam,NA,NA,Dengue_1,2017-06-28,2017.48767123288,PP269785.1|Viet_Nam|NA|NA|Dengue_1|2017-06-28|2017.48767123288,DENV1/I,2017,2017-06-01,2017-06-25,Asia,0.00719424460431655
PP269799.1,Viet_Nam,NA,NA,Dengue_1,2017-08-22,2017.63835616438,PP269799.1|Viet_Nam|NA|NA|Dengue_1|2017-08-22|2017.63835616438,DENV1/I,2017,2017-08-01,2017-08-20,Asia,0.00719424460431655
OQ426600.1,Viet_Nam,Nha_Trang,NA,Dengue_1,2019-01-08,2019.01917808219,OQ426600.1|Viet_Nam|Nha_Trang|NA|Dengue_1|2019-01-08|2019.01917808219,DENV1/I,2019,2019-01-01,2019-01-06,Asia,0.0163934426229508
KU509260.1,Cambodia,NA,NA,Dengue_1,2008-06-15,2008.45205479452,KU509260.1|Cambodia|NA|NA|Dengue_1|2008-06-15|2008.45205479452,DENV1/I,2008,2008-06-01,2008-06-15,Asia,0.0769230769230769
MW265677.1,Cambodia,Battambong,NA,Dengue_1,2015-06-19,2015.46301369863,MW265677.1|Cambodia|Battambong|NA|Dengue_1|2015-06-19|2015.46301369863,DENV1/I,2015,2015-06-01,2015-06-14,Asia,0.333333333333333
KC182097.1,Laos,Vientiane,NA,Dengue_1,2007-07-13,2007.52876712329,KC182097.1|Laos|Vientiane|NA|Dengue_1|2007-07-13|2007.52876712329,DENV1/I,2007,2007-07-01,2007-07-08,Asia,0.125
JQ277846.1,China,NA,NA,Dengue_1,2005-06-15,2005.45205479452,JQ277846.1|China|NA|NA|Dengue_1|2005-06-15|2005.45205479452,DENV1/I,2005,2005-06-01,2005-06-12,Asia,0.5
GQ868602.1,Philippines,NA,NA,Dengue_1,2004-06-15,2004.45205479452,GQ868602.1|Philippines|NA|NA|Dengue_1|2004-06-15|2004.45205479452,DENV1/IV,2004,2004-06-01,2004-06-13,Asia,0.333333333333333
MN448631.1,Thailand,NA,NA,Dengue_1,2009-11-09,2009.85479452055,MN448631.1|Thailand|NA|NA|Dengue_1|2009-11-09|2009.85479452055,DENV1/I,2009,2009-11-01,2009-11-08,Asia,0.0263157894736842
MN955630.1,Thailand,NA,NA,Dengue_1,2018-05-15,2018.36712328767,MN955630.1|Thailand|NA|NA|Dengue_1|2018-05-15|2018.36712328767,DENV1/I,2018,2018-05-01,2018-05-13,Asia,0.0192307692307692
JQ277856.1,China,NA,NA,Dengue_1,2006-06-15,2006.45205479452,JQ277856.1|China|NA|NA|Dengue_1|2006-06-15|2006.45205479452,DENV1/I,2006,2006-06-01,2006-06-11,Asia,0.0217391304347826
JF967847.1,Malaysia,NA,NA,Dengue_1,2008-06-15,2008.45205479452,JF967847.1|Malaysia|NA|NA|Dengue_1|2008-06-15|2008.45205479452,DENV1/I,2008,2008-06-01,2008-06-15,Asia,0.2
MW559407.1,Laos,Vientiane_Capital,NA,Dengue_1,2019-07-23,2019.55616438356,MW559407.1|Laos|Vientiane_Capital|NA|Dengue_1|2019-07-23|2019.55616438356,DENV1/I,2019,2019-07-01,2019-07-21,Asia,0.0714285714285714
JF967839.1,Malaysia,NA,NA,Dengue_1,2008-06-15,2008.45205479452,JF967839.1|Malaysia|NA|NA|Dengue_1|2008-06-15|2008.45205479452,DENV1/I,2008,2008-06-01,2008-06-15,Asia,0.2
